ENTIDAD,NOM_ENT,MUN,NOM_MUN,POBTOT
1,Aguascalientes,1,Aguascalientes,948990
1,Aguascalientes,2,Asientos,51536
1,Aguascalientes,3,Calvillo,58250
1,Aguascalientes,4,Cosío,17000
1,Aguascalientes,5,Jesús María,129929
1,Aguascalientes,6,Pabellón de Arteaga,47646
1,Aguascalientes,7,Rincón de Romos,57369
1,Aguascalientes,8,San José de Gracia,9552
1,Aguascalientes,9,Tepezalá,22485
1,Aguascalientes,10,El Llano,20853
1,Aguascalientes,11,San Francisco de los Romo,61997
2,Baja California,1,Ensenada,443807
2,Baja California,2,Mexicali,1049792
2,Baja California,3,Tecate,108440
2,Baja California,4,Tijuana,1922523
2,Baja California,5,Playas de Rosarito,126890
2,Baja California,6,San Quintín,117568
3,Baja California Sur,1,Comondú,73021
3,Baja California Sur,2,Mulegé,64022
3,Baja California Sur,3,La Paz,292241
3,Baja California Sur,8,Los Cabos,351111
3,Baja California Sur,9,Loreto,18052
4,Campeche,1,Calkiní,59232
4,Campeche,2,Campeche,294077
4,Campeche,3,Carmen,248845
4,Campeche,4,Champotón,78170
4,Campeche,5,Hecelchakán,31917
4,Campeche,6,Hopelchén,42140
4,Campeche,7,Palizada,8683
4,Campeche,8,Tenabo,11452
4,Campeche,9,Escárcega,59923
4,Campeche,10,Calakmul,31714
4,Campeche,11,Candelaria,46913
4,Campeche,12,Seybaplaya,15297
5,Coahuila de Zaragoza,1,Abasolo,1022
5,Coahuila de Zaragoza,2,Acuña,163058
5,Coahuila de Zaragoza,3,Allende,23056
5,Coahuila de Zaragoza,4,Arteaga,29578
5,Coahuila de Zaragoza,5,Candela,1643
5,Coahuila de Zaragoza,6,Castaños,29128
5,Coahuila de Zaragoza,7,Cuatro Ciénegas,12715
5,Coahuila de Zaragoza,8,Escobedo,3047
5,Coahuila de Zaragoza,9,Francisco I. Madero,59035
5,Coahuila de Zaragoza,10,Frontera,82409
5,Coahuila de Zaragoza,11,General Cepeda,11898
5,Coahuila de Zaragoza,12,Guerrero,1643
5,Coahuila de Zaragoza,13,Hidalgo,1735
5,Coahuila de Zaragoza,14,Jiménez,9502
5,Coahuila de Zaragoza,15,Juárez,1584
5,Coahuila de Zaragoza,16,Lamadrid,1764
5,Coahuila de Zaragoza,17,Matamoros,118337
5,Coahuila de Zaragoza,18,Monclova,237951
5,Coahuila de Zaragoza,19,Morelos,7928
5,Coahuila de Zaragoza,20,Múzquiz,71627
5,Coahuila de Zaragoza,21,Nadadores,6539
5,Coahuila de Zaragoza,22,Nava,33129
5,Coahuila de Zaragoza,23,Ocampo,9642
5,Coahuila de Zaragoza,24,Parras,44472
5,Coahuila de Zaragoza,25,Piedras Negras,176327
5,Coahuila de Zaragoza,26,Progreso,3239
5,Coahuila de Zaragoza,27,Ramos Arizpe,122243
5,Coahuila de Zaragoza,28,Sabinas,64811
5,Coahuila de Zaragoza,29,Sacramento,2471
5,Coahuila de Zaragoza,30,Saltillo,879958
5,Coahuila de Zaragoza,31,San Buenaventura,24759
5,Coahuila de Zaragoza,32,San Juan de Sabinas,42260
5,Coahuila de Zaragoza,33,San Pedro,101041
5,Coahuila de Zaragoza,34,Sierra Mojada,6744
5,Coahuila de Zaragoza,35,Torreón,720848
5,Coahuila de Zaragoza,36,Viesca,20305
5,Coahuila de Zaragoza,37,Villa Unión,6188
5,Coahuila de Zaragoza,38,Zaragoza,13135
6,Colima,1,Armería,27626
6,Colima,2,Colima,157048
6,Colima,3,Comala,21661
6,Colima,4,Coquimatlán,20837
6,Colima,5,Cuauhtémoc,31267
6,Colima,6,Ixtlahuacán,5623
6,Colima,7,Manzanillo,191031
6,Colima,8,Minatitlán,10231
6,Colima,9,Tecomán,116305
6,Colima,10,Villa de Álvarez,149762
7,Chiapas,1,Acacoyagua,17994
7,Chiapas,2,Acala,21187
7,Chiapas,3,Acapetahua,26899
7,Chiapas,4,Altamirano,36160
7,Chiapas,5,Amatán,24512
7,Chiapas,6,Amatenango de la Frontera,31735
7,Chiapas,7,Amatenango del Valle,11283
7,Chiapas,8,Angel Albino Corzo,31947
7,Chiapas,9,Arriaga,41135
7,Chiapas,10,Bejucal de Ocampo,7365
7,Chiapas,11,Bella Vista,20157
7,Chiapas,12,Berriozábal,64632
7,Chiapas,13,Bochil,37263
7,Chiapas,14,El Bosque,24273
7,Chiapas,15,Cacahoatán,50112
7,Chiapas,16,Catazajá,17619
7,Chiapas,17,Cintalapa,88106
7,Chiapas,18,Coapilla,9900
7,Chiapas,19,Comitán de Domínguez,166178
7,Chiapas,20,La Concordia,49920
7,Chiapas,21,Copainalá,22192
7,Chiapas,22,Chalchihuitán,21915
7,Chiapas,23,Chamula,101967
7,Chiapas,24,Chanal,13678
7,Chiapas,25,Chapultenango,7472
7,Chiapas,26,Chenalhó,47371
7,Chiapas,27,Chiapa de Corzo,112075
7,Chiapas,28,Chiapilla,6156
7,Chiapas,29,Chicoasén,5402
7,Chiapas,30,Chicomuselo,36785
7,Chiapas,31,Chilón,137262
7,Chiapas,32,Escuintla,30896
7,Chiapas,33,Francisco León,7245
7,Chiapas,34,Frontera Comalapa,80897
7,Chiapas,35,Frontera Hidalgo,14556
7,Chiapas,36,La Grandeza,7701
7,Chiapas,37,Huehuetán,36333
7,Chiapas,38,Huixtán,22975
7,Chiapas,39,Huitiupán,27893
7,Chiapas,40,Huixtla,53242
7,Chiapas,41,La Independencia,46409
7,Chiapas,42,Ixhuatán,11377
7,Chiapas,43,Ixtacomitán,10961
7,Chiapas,44,Ixtapa,28999
7,Chiapas,45,Ixtapangajoya,6284
7,Chiapas,46,Jiquipilas,41063
7,Chiapas,47,Jitotol,24966
7,Chiapas,48,Juárez,21807
7,Chiapas,49,Larráinzar,31259
7,Chiapas,50,La Libertad,5232
7,Chiapas,51,Mapastepec,46130
7,Chiapas,52,Las Margaritas,141027
7,Chiapas,53,Mazapa de Madero,7901
7,Chiapas,54,Mazatán,28250
7,Chiapas,55,Metapa,5876
7,Chiapas,56,Mitontic,13755
7,Chiapas,57,Motozintla,76398
7,Chiapas,58,Nicolás Ruíz,4765
7,Chiapas,59,Ocosingo,234661
7,Chiapas,60,Ocotepec,14088
7,Chiapas,61,Ocozocoautla de Espinosa,97397
7,Chiapas,62,Ostuacán,18469
7,Chiapas,63,Osumacinta,3983
7,Chiapas,64,Oxchuc,54932
7,Chiapas,65,Palenque,132265
7,Chiapas,66,Pantelhó,26391
7,Chiapas,67,Pantepec,12266
7,Chiapas,68,Pichucalco,31919
7,Chiapas,69,Pijijiapan,51193
7,Chiapas,70,El Porvenir,12263
7,Chiapas,71,Villa Comaltitlán,30297
7,Chiapas,72,Pueblo Nuevo Solistahuacán,29636
7,Chiapas,73,Rayón,10866
7,Chiapas,74,Reforma,44829
7,Chiapas,75,Las Rosas,28829
7,Chiapas,76,Sabanilla,29889
7,Chiapas,77,Salto de Agua,64251
7,Chiapas,78,San Cristóbal de las Casas,215874
7,Chiapas,79,San Fernando,41793
7,Chiapas,80,Siltepec,25937
7,Chiapas,81,Simojovel,52935
7,Chiapas,82,Sitalá,15518
7,Chiapas,83,Socoltenango,19092
7,Chiapas,84,Solosuchiapa,8561
7,Chiapas,85,Soyaló,10890
7,Chiapas,86,Suchiapa,25627
7,Chiapas,87,Suchiate,41672
7,Chiapas,88,Sunuapa,2308
7,Chiapas,89,Tapachula,353706
7,Chiapas,90,Tapalapa,4547
7,Chiapas,91,Tapilula,13592
7,Chiapas,92,Tecpatán,21426
7,Chiapas,93,Tenejapa,48162
7,Chiapas,94,Teopisca,49499
7,Chiapas,96,Tila,83505
7,Chiapas,97,Tonalá,91913
7,Chiapas,98,Totolapa,7211
7,Chiapas,99,La Trinitaria,83111
7,Chiapas,100,Tumbalá,38025
7,Chiapas,101,Tuxtla Gutiérrez,604147
7,Chiapas,102,Tuxtla Chico,41024
7,Chiapas,103,Tuzantán,30302
7,Chiapas,104,Tzimol,16560
7,Chiapas,105,Unión Juárez,16008
7,Chiapas,106,Venustiano Carranza,67292
7,Chiapas,107,Villa Corzo,65643
7,Chiapas,108,Villaflores,109536
7,Chiapas,109,Yajalón,40285
7,Chiapas,110,San Lucas,7526
7,Chiapas,111,Zinacantán,45373
7,Chiapas,112,San Juan Cancuc,37948
7,Chiapas,113,Aldama,8480
7,Chiapas,114,Benemérito de las Américas,23603
7,Chiapas,115,Maravilla Tenejapa,14714
7,Chiapas,116,Marqués de Comillas,12892
7,Chiapas,117,Montecristo de Guerrero,8412
7,Chiapas,118,San Andrés Duraznal,6047
7,Chiapas,119,Santiago el Pinar,4959
7,Chiapas,120,Capitán Luis Ángel Vidal,4315
7,Chiapas,121,Rincón Chamula San Pedro,8718
7,Chiapas,122,El Parral,15587
7,Chiapas,123,Emiliano Zapata,10783
7,Chiapas,124,Mezcalapa,23847
7,Chiapas,125,Honduras de la Sierra,11650
8,Chihuahua,1,Ahumada,14635
8,Chihuahua,2,Aldama,26047
8,Chihuahua,3,Allende,8487
8,Chihuahua,4,Aquiles Serdán,24344
8,Chihuahua,5,Ascensión,26093
8,Chihuahua,6,Bachíniva,5807
8,Chihuahua,7,Balleza,16440
8,Chihuahua,8,Batopilas de Manuel Gómez Morín,11270
8,Chihuahua,9,Bocoyna,23351
8,Chihuahua,10,Buenaventura,25146
8,Chihuahua,11,Camargo,49499
8,Chihuahua,12,Carichí,8113
8,Chihuahua,13,Casas Grandes,11815
8,Chihuahua,14,Coronado,2034
8,Chihuahua,15,Coyame del Sotol,1230
8,Chihuahua,16,La Cruz,3704
8,Chihuahua,17,Cuauhtémoc,180638
8,Chihuahua,18,Cusihuiriachi,5099
8,Chihuahua,19,Chihuahua,937674
8,Chihuahua,20,Chínipas,6222
8,Chihuahua,21,Delicias,150506
8,Chihuahua,22,Dr. Belisario Domínguez,2456
8,Chihuahua,23,Galeana,6656
8,Chihuahua,24,Santa Isabel,3791
8,Chihuahua,25,Gómez Farías,7023
8,Chihuahua,26,Gran Morelos,2448
8,Chihuahua,27,Guachochi,50180
8,Chihuahua,28,Guadalupe,4237
8,Chihuahua,29,Guadalupe y Calvo,50514
8,Chihuahua,30,Guazapares,8196
8,Chihuahua,31,Guerrero,35473
8,Chihuahua,32,Hidalgo del Parral,116662
8,Chihuahua,33,Huejotitán,824
8,Chihuahua,34,Ignacio Zaragoza,5196
8,Chihuahua,35,Janos,11005
8,Chihuahua,36,Jiménez,40859
8,Chihuahua,37,Juárez,1512450
8,Chihuahua,38,Julimes,4980
8,Chihuahua,39,López,4122
8,Chihuahua,40,Madera,25144
8,Chihuahua,41,Maguarichi,1302
8,Chihuahua,42,Manuel Benavides,1178
8,Chihuahua,43,Matachí,2742
8,Chihuahua,44,Matamoros,4314
8,Chihuahua,45,Meoqui,44853
8,Chihuahua,46,Morelos,7266
8,Chihuahua,47,Moris,4447
8,Chihuahua,48,Namiquipa,22712
8,Chihuahua,49,Nonoava,2757
8,Chihuahua,50,Nuevo Casas Grandes,65753
8,Chihuahua,51,Ocampo,8127
8,Chihuahua,52,Ojinaga,24534
8,Chihuahua,53,Praxedis G. Guerrero,5111
8,Chihuahua,54,Riva Palacio,7695
8,Chihuahua,55,Rosales,16776
8,Chihuahua,56,Rosario,2079
8,Chihuahua,57,San Francisco de Borja,2197
8,Chihuahua,58,San Francisco de Conchos,2696
8,Chihuahua,59,San Francisco del Oro,5004
8,Chihuahua,60,Santa Bárbara,11582
8,Chihuahua,61,Satevó,3414
8,Chihuahua,62,Saucillo,29862
8,Chihuahua,63,Temósachic,5320
8,Chihuahua,64,El Tule,1448
8,Chihuahua,65,Urique,17043
8,Chihuahua,66,Uruachi,6512
8,Chihuahua,67,Valle de Zaragoza,4775
9,Ciudad de México,2,Azcapotzalco,432205
9,Ciudad de México,3,Coyoacán,614447
9,Ciudad de México,4,Cuajimalpa de Morelos,217686
9,Ciudad de México,5,Gustavo A. Madero,1173351
9,Ciudad de México,6,Iztacalco,404695
9,Ciudad de México,7,Iztapalapa,1835486
9,Ciudad de México,8,La Magdalena Contreras,247622
9,Ciudad de México,9,Milpa Alta,152685
9,Ciudad de México,10,Álvaro Obregón,759137
9,Ciudad de México,11,Tláhuac,392313
9,Ciudad de México,12,Tlalpan,699928
9,Ciudad de México,13,Xochimilco,442178
9,Ciudad de México,14,Benito Juárez,434153
9,Ciudad de México,15,Cuauhtémoc,545884
9,Ciudad de México,16,Miguel Hidalgo,414470
9,Ciudad de México,17,Venustiano Carranza,443704
10,Durango,1,Canatlán,31454
10,Durango,2,Canelas,4321
10,Durango,3,Coneto de Comonfort,4084
10,Durango,4,Cuencamé,34955
10,Durango,5,Durango,688697
10,Durango,6,General Simón Bolívar,10038
10,Durango,7,Gómez Palacio,372750
10,Durango,8,Guadalupe Victoria,36695
10,Durango,9,Guanaceví,9869
10,Durango,10,Hidalgo,3843
10,Durango,11,Indé,4748
10,Durango,12,Lerdo,163313
10,Durango,13,Mapimí,26932
10,Durango,14,Mezquital,48583
10,Durango,15,Nazas,12894
10,Durango,16,Nombre de Dios,19060
10,Durango,17,Ocampo,8003
10,Durango,18,El Oro,10384
10,Durango,19,Otáez,4924
10,Durango,20,Pánuco de Coronado,12656
10,Durango,21,Peñón Blanco,11118
10,Durango,22,Poanas,25623
10,Durango,23,Pueblo Nuevo,51269
10,Durango,24,Rodeo,12818
10,Durango,25,San Bernardo,2837
10,Durango,26,San Dimas,17333
10,Durango,27,San Juan de Guadalupe,5251
10,Durango,28,San Juan del Río,12013
10,Durango,29,San Luis del Cordero,2103
10,Durango,30,San Pedro del Gallo,1633
10,Durango,31,Santa Clara,6727
10,Durango,32,Santiago Papasquiaro,49207
10,Durango,33,Súchil,6917
10,Durango,34,Tamazula,26300
10,Durango,35,Tepehuanes,11378
10,Durango,36,Tlahualilo,21143
10,Durango,37,Topia,9320
10,Durango,38,Vicente Guerrero,23476
10,Durango,39,Nuevo Ideal,27981
11,Guanajuato,1,Abasolo,92040
11,Guanajuato,2,Acámbaro,108697
11,Guanajuato,3,San Miguel de Allende,174615
11,Guanajuato,4,Apaseo el Alto,63392
11,Guanajuato,5,Apaseo el Grande,117883
11,Guanajuato,6,Atarjea,5296
11,Guanajuato,7,Celaya,521169
11,Guanajuato,8,Manuel Doblado,41240
11,Guanajuato,9,Comonfort,82216
11,Guanajuato,10,Coroneo,11083
11,Guanajuato,11,Cortazar,97928
11,Guanajuato,12,Cuerámaro,30857
11,Guanajuato,13,Doctor Mora,27390
11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,163038
11,Guanajuato,15,Guanajuato,194500
11,Guanajuato,16,Huanímaro,21128
11,Guanajuato,17,Irapuato,592953
11,Guanajuato,18,Jaral del Progreso,38782
11,Guanajuato,19,Jerécuaro,49517
11,Guanajuato,20,León,1721215
11,Guanajuato,21,Moroleón,47261
11,Guanajuato,22,Ocampo,26383
11,Guanajuato,23,Pénjamo,154960
11,Guanajuato,24,Pueblo Nuevo,12403
11,Guanajuato,25,Purísima del Rincón,83842
11,Guanajuato,26,Romita,65766
11,Guanajuato,27,Salamanca,273417
11,Guanajuato,28,Salvatierra,94126
11,Guanajuato,29,San Diego de la Unión,41054
11,Guanajuato,30,San Felipe,119793
11,Guanajuato,31,San Francisco del Rincón,130871
11,Guanajuato,32,San José Iturbide,89558
11,Guanajuato,33,San Luis de la Paz,128536
11,Guanajuato,34,Santa Catarina,5723
11,Guanajuato,35,Santa Cruz de Juventino Rosas,82340
11,Guanajuato,36,Santiago Maravatío,6714
11,Guanajuato,37,Silao de la Victoria,203556
11,Guanajuato,38,Tarandacuao,11304
11,Guanajuato,39,Tarimoro,35905
11,Guanajuato,40,Tierra Blanca,20007
11,Guanajuato,41,Uriangato,61494
11,Guanajuato,42,Valle de Santiago,150054
11,Guanajuato,43,Victoria,21253
11,Guanajuato,44,Villagrán,65791
11,Guanajuato,45,Xichú,11143
11,Guanajuato,46,Yuriria,68741
12,Guerrero,1,Acapulco de Juárez,779566
12,Guerrero,2,Ahuacuotzingo,25205
12,Guerrero,3,Ajuchitlán del Progreso,37655
12,Guerrero,4,Alcozauca de Guerrero,21225
12,Guerrero,5,Alpoyeca,7813
12,Guerrero,6,Apaxtla,11112
12,Guerrero,7,Arcelia,33267
12,Guerrero,8,Atenango del Río,9147
12,Guerrero,9,Atlamajalcingo del Monte,5811
12,Guerrero,10,Atlixtac,28491
12,Guerrero,11,Atoyac de Álvarez,60680
12,Guerrero,12,Ayutla de los Libres,69123
12,Guerrero,13,Azoyú,15099
12,Guerrero,14,Benito Juárez,15442
12,Guerrero,15,Buenavista de Cuéllar,12982
12,Guerrero,16,Coahuayutla de José María Izazaga,12408
12,Guerrero,17,Cocula,15579
12,Guerrero,18,Copala,14463
12,Guerrero,19,Copalillo,15598
12,Guerrero,20,Copanatoyac,21648
12,Guerrero,21,Coyuca de Benítez,73056
12,Guerrero,22,Coyuca de Catalán,38554
12,Guerrero,23,Cuajinicuilapa,26627
12,Guerrero,24,Cualác,7874
12,Guerrero,25,Cuautepec,17024
12,Guerrero,26,Cuetzala del Progreso,8272
12,Guerrero,27,Cutzamala de Pinzón,20537
12,Guerrero,28,Chilapa de Álvarez,123722
12,Guerrero,29,Chilpancingo de los Bravo,283354
12,Guerrero,30,Florencio Villarreal,22250
12,Guerrero,31,General Canuto A. Neri,6278
12,Guerrero,32,General Heliodoro Castillo,37254
12,Guerrero,33,Huamuxtitlán,17488
12,Guerrero,34,Huitzuco de los Figueroa,36593
12,Guerrero,35,Iguala de la Independencia,154173
12,Guerrero,36,Igualapa,11739
12,Guerrero,37,Ixcateopan de Cuauhtémoc,6138
12,Guerrero,38,Zihuatanejo de Azueta,126001
12,Guerrero,39,Juan R. Escudero,26093
12,Guerrero,40,Leonardo Bravo,26357
12,Guerrero,41,Malinaltepec,29625
12,Guerrero,42,Mártir de Cuilapan,18613
12,Guerrero,43,Metlatónoc,18859
12,Guerrero,44,Mochitlán,12402
12,Guerrero,45,Olinalá,28446
12,Guerrero,46,Ometepec,68207
12,Guerrero,47,Pedro Ascencio Alquisiras,7076
12,Guerrero,48,Petatlán,44583
12,Guerrero,49,Pilcaya,12753
12,Guerrero,50,Pungarabato,38482
12,Guerrero,51,Quechultenango,36143
12,Guerrero,52,San Luis Acatlán,46270
12,Guerrero,53,San Marcos,50124
12,Guerrero,54,San Miguel Totolapan,24139
12,Guerrero,55,Taxco de Alarcón,105586
12,Guerrero,56,Tecoanapa,46063
12,Guerrero,57,Técpan de Galeana,65237
12,Guerrero,58,Teloloapan,53817
12,Guerrero,59,Tepecoacuilco de Trujano,30806
12,Guerrero,60,Tetipac,13552
12,Guerrero,61,Tixtla de Guerrero,43171
12,Guerrero,62,Tlacoachistlahuaca,22781
12,Guerrero,63,Tlacoapa,10092
12,Guerrero,64,Tlalchapa,11681
12,Guerrero,65,Tlalixtaquilla de Maldonado,7602
12,Guerrero,66,Tlapa de Comonfort,96125
12,Guerrero,67,Tlapehuala,22209
12,Guerrero,68,La Unión de Isidoro Montes de Oca,26349
12,Guerrero,69,Xalpatláhuac,11966
12,Guerrero,70,Xochihuehuetlán,7862
12,Guerrero,71,Xochistlahuaca,29891
12,Guerrero,72,Zapotitlán Tablas,12004
12,Guerrero,73,Zirándaro,18031
12,Guerrero,74,Zitlala,21977
12,Guerrero,75,Eduardo Neri,53126
12,Guerrero,76,Acatepec,40197
12,Guerrero,77,Marquelia,14280
12,Guerrero,78,Cochoapa el Grande,21241
12,Guerrero,79,José Joaquín de Herrera,18381
12,Guerrero,80,Juchitán,7559
12,Guerrero,81,Iliatenco,11679
13,Hidalgo,1,Acatlán,22268
13,Hidalgo,2,Acaxochitlán,46065
13,Hidalgo,3,Actopan,61002
13,Hidalgo,4,Agua Blanca de Iturbide,10313
13,Hidalgo,5,Ajacuba,18872
13,Hidalgo,6,Alfajayucan,19162
13,Hidalgo,7,Almoloya,12546
13,Hidalgo,8,Apan,46681
13,Hidalgo,9,El Arenal,19836
13,Hidalgo,10,Atitalaquia,31525
13,Hidalgo,11,Atlapexco,19812
13,Hidalgo,12,Atotonilco el Grande,30135
13,Hidalgo,13,Atotonilco de Tula,62470
13,Hidalgo,14,Calnali,16150
13,Hidalgo,15,Cardonal,19431
13,Hidalgo,16,Cuautepec de Hinojosa,60421
13,Hidalgo,17,Chapantongo,12967
13,Hidalgo,18,Chapulhuacán,22903
13,Hidalgo,19,Chilcuautla,18909
13,Hidalgo,20,Eloxochitlán,2593
13,Hidalgo,21,Emiliano Zapata,15175
13,Hidalgo,22,Epazoyucan,16285
13,Hidalgo,23,Francisco I. Madero,36248
13,Hidalgo,24,Huasca de Ocampo,17607
13,Hidalgo,25,Huautla,20673
13,Hidalgo,26,Huazalingo,12766
13,Hidalgo,27,Huehuetla,22846
13,Hidalgo,28,Huejutla de Reyes,126781
13,Hidalgo,29,Huichapan,47425
13,Hidalgo,30,Ixmiquilpan,98654
13,Hidalgo,31,Jacala de Ledezma,12290
13,Hidalgo,32,Jaltocán,10523
13,Hidalgo,33,Juárez Hidalgo,2895
13,Hidalgo,34,Lolotla,9474
13,Hidalgo,35,Metepec,13078
13,Hidalgo,36,San Agustín Metzquititlán,9449
13,Hidalgo,37,Metztitlán,20962
13,Hidalgo,38,Mineral del Chico,8878
13,Hidalgo,39,Mineral del Monte,14324
13,Hidalgo,40,La Misión,9819
13,Hidalgo,41,Mixquiahuala de Juárez,47222
13,Hidalgo,42,Molango de Escamilla,11578
13,Hidalgo,43,Nicolás Flores,6265
13,Hidalgo,44,Nopala de Villagrán,16948
